Ward_ID,Ward_Name,Zone,Administrative_Body,Latitude,Longitude,Road_Density_Index_1to10,Approx_Road_Network_Length_km,Drainage_Index_1to10,Drainage_System_Type,Storm_Drain_Coverage_Percent,Month,Season,Drain_Load_Utilization_Percent,Silt_Accumulation_Level,Reported_Road_Waterlogging_Incidents
15,Alipore,South,KMC,22.535,88.33,8,110.5,7,"Colonial-era combined sewer/stormwater, well-maintained",65,2025-11,Post-Monsoon,31.9,High,1
15,Alipore,South,KMC,22.535,88.33,8,110.5,7,"Colonial-era combined sewer/stormwater, well-maintained",65,2025-12,Winter,28.8,High,0
15,Alipore,South,KMC,22.535,88.33,8,110.5,7,"Colonial-era combined sewer/stormwater, well-maintained",65,2026-01,Winter,30.2,High,0
15,Alipore,South,KMC,22.535,88.33,8,110.5,7,"Colonial-era combined sewer/stormwater, well-maintained",65,2026-02,Winter,32,Very High,1
15,Alipore,South,KMC,22.535,88.33,8,110.5,7,"Colonial-era combined sewer/stormwater, well-maintained",65,2026-03,Pre-Monsoon,33.7,Very High,0
15,Alipore,South,KMC,22.535,88.33,8,110.5,7,"Colonial-era combined sewer/stormwater, well-maintained",65,2026-04,Pre-Monsoon,36.7,Very High,0
15,Alipore,South,KMC,22.535,88.33,8,110.5,7,"Colonial-era combined sewer/stormwater, well-maintained",65,2026-05,Pre-Monsoon,51.7,High,0
15,Alipore,South,KMC,22.535,88.33,8,110.5,7,"Colonial-era combined sewer/stormwater, well-maintained",65,2026-06,Monsoon,84.1,Low,1
15,Alipore,South,KMC,22.535,88.33,8,110.5,7,"Colonial-era combined sewer/stormwater, well-maintained",65,2026-07,Monsoon,88.1,Moderate,1
15,Alipore,South,KMC,22.535,88.33,8,110.5,7,"Colonial-era combined sewer/stormwater, well-maintained",65,2026-08,Monsoon,85.8,Moderate,0
16,Ballygunge,South Central,KMC,22.528,88.366,8,58.5,7,"Colonial-era combined sewer, pump-assisted (major pumping station nearby)",62,2025-09,Monsoon (retreating),76.2,Moderate,1
16,Ballygunge,South Central,KMC,22.528,88.366,8,58.5,7,"Colonial-era combined sewer, pump-assisted (major pumping station nearby)",62,2025-10,Post-Monsoon,49.5,Moderate,1
16,Ballygunge,South Central,KMC,22.528,88.366,8,58.5,7,"Colonial-era combined sewer, pump-assisted (major pumping station nearby)",62,2025-11,Post-Monsoon,32.1,High,0
16,Ballygunge,South Central,KMC,22.528,88.366,8,58.5,7,"Colonial-era combined sewer, pump-assisted (major pumping station nearby)",62,2025-12,Winter,28.9,High,0
16,Ballygunge,South Central,KMC,22.528,88.366,8,58.5,7,"Colonial-era combined sewer, pump-assisted (major pumping station nearby)",62,2026-01,Winter,30.4,High,0
16,Ballygunge,South Central,KMC,22.528,88.366,8,58.5,7,"Colonial-era combined sewer, pump-assisted (major pumping station nearby)",62,2026-02,Winter,31.8,Very High,0
16,Ballygunge,South Central,KMC,22.528,88.366,8,58.5,7,"Colonial-era combined sewer, pump-assisted (major pumping station nearby)",62,2026-03,Pre-Monsoon,33.8,Very High,0
16,Ballygunge,South Central,KMC,22.528,88.366,8,58.5,7,"Colonial-era combined sewer, pump-assisted (major pumping station nearby)",62,2026-04,Pre-Monsoon,35.8,Very High,0
16,Ballygunge,South Central,KMC,22.528,88.366,8,58.5,7,"Colonial-era combined sewer, pump-assisted (major pumping station nearby)",62,2026-05,Pre-Monsoon,47.6,High,1
16,Ballygunge,South Central,KMC,22.528,88.366,8,58.5,7,"Colonial-era combined sewer, pump-assisted (major pumping station nearby)",62,2026-06,Monsoon,76.7,Low,1
16,Ballygunge,South Central,KMC,22.528,88.366,8,58.5,7,"Colonial-era combined sewer, pump-assisted (major pumping station nearby)",62,2026-07,Monsoon,86.2,Moderate,1
16,Ballygunge,South Central,KMC,22.528,88.366,8,58.5,7,"Colonial-era combined sewer, pump-assisted (major pumping station nearby)",62,2026-08,Monsoon,89.2,Moderate,1
17,Maniktala,North Central,KMC,22.585,88.38,6,33,5,"Colonial-era combined sewer/stormwater, pump-assisted",48,2025-09,Monsoon (retreating),81.7,Moderate,1
17,Maniktala,North Central,KMC,22.585,88.38,6,33,5,"Colonial-era combined sewer/stormwater, pump-assisted",48,2025-10,Post-Monsoon,55.6,Moderate,0
17,Maniktala,North Central,KMC,22.585,88.38,6,33,5,"Colonial-era combined sewer/stormwater, pump-assisted",48,2025-11,Post-Monsoon,36.3,High,0
17,Maniktala,North Central,KMC,22.585,88.38,6,33,5,"Colonial-era combined sewer/stormwater, pump-assisted",48,2025-12,Winter,32.8,High,0
17,Maniktala,North Central,KMC,22.585,88.38,6,33,5,"Colonial-era combined sewer/stormwater, pump-assisted",48,2026-01,Winter,34.4,High,0
17,Maniktala,North Central,KMC,22.585,88.38,6,33,5,"Colonial-era combined sewer/stormwater, pump-assisted",48,2026-02,Winter,36,Very High,0
17,Maniktala,North Central,KMC,22.585,88.38,6,33,5,"Colonial-era combined sewer/stormwater, pump-assisted",48,2026-03,Pre-Monsoon,38.1,Very High,0
17,Maniktala,North Central,KMC,22.585,88.38,6,33,5,"Colonial-era combined sewer/stormwater, pump-assisted",48,2026-04,Pre-Monsoon,40.1,Very High,0
17,Maniktala,North Central,KMC,22.585,88.38,6,33,5,"Colonial-era combined sewer/stormwater, pump-assisted",48,2026-05,Pre-Monsoon,55.4,High,0
17,Maniktala,North Central,KMC,22.585,88.38,6,33,5,"Colonial-era combined sewer/stormwater, pump-assisted",48,2026-06,Monsoon,86.1,Low,1
17,Maniktala,North Central,KMC,22.585,88.38,6,33,5,"Colonial-era combined sewer/stormwater, pump-assisted",48,2026-07,Monsoon,96.7,Moderate,3
17,Maniktala,North Central,KMC,22.585,88.38,6,33,5,"Colonial-era combined sewer/stormwater, pump-assisted",48,2026-08,Monsoon,90.9,Moderate,2
18,Entally,Central East,KMC,22.562,88.37,6,27.5,4,"Colonial-era combined sewer/stormwater, pump-assisted",44,2025-09,Monsoon (retreating),84.1,Moderate,2
18,Entally,Central East,KMC,22.562,88.37,6,27.5,4,"Colonial-era combined sewer/stormwater, pump-assisted",44,2025-10,Post-Monsoon,56.6,Moderate,0
18,Entally,Central East,KMC,22.562,88.37,6,27.5,4,"Colonial-era combined sewer/stormwater, pump-assisted",44,2025-11,Post-Monsoon,38.3,High,0
18,Entally,Central East,KMC,22.562,88.37,6,27.5,4,"Colonial-era combined sewer/stormwater, pump-assisted",44,2025-12,Winter,35,High,0
18,Entally,Central East,KMC,22.562,88.37,6,27.5,4,"Colonial-era combined sewer/stormwater, pump-assisted",44,2026-01,Winter,36.6,High,0
18,Entally,Central East,KMC,22.562,88.37,6,27.5,4,"Colonial-era combined sewer/stormwater, pump-assisted",44,2026-02,Winter,38.6,Very High,1
18,Entally,Central East,KMC,22.562,88.37,6,27.5,4,"Colonial-era combined sewer/stormwater, pump-assisted",44,2026-03,Pre-Monsoon,39.9,Very High,0
18,Entally,Central East,KMC,22.562,88.37,6,27.5,4,"Colonial-era combined sewer/stormwater, pump-assisted",44,2026-04,Pre-Monsoon,42,Very High,0
18,Entally,Central East,KMC,22.562,88.37,6,27.5,4,"Colonial-era combined sewer/stormwater, pump-assisted",44,2026-05,Pre-Monsoon,56.9,High,0
18,Entally,Central East,KMC,22.562,88.37,6,27.5,4,"Colonial-era combined sewer/stormwater, pump-assisted",44,2026-06,Monsoon,84.1,Low,2
18,Entally,Central East,KMC,22.562,88.37,6,27.5,4,"Colonial-era combined sewer/stormwater, pump-assisted",44,2026-07,Monsoon,94.7,Moderate,3
18,Entally,Central East,KMC,22.562,88.37,6,27.5,4,"Colonial-era combined sewer/stormwater, pump-assisted",44,2026-08,Monsoon,91.3,Moderate,3
